Sample in Buffer,Sample in Window,TRIGGER,top_i/PolarityShift_0_doubleOut[1:0],top_i/dds_compiler_1_m_axis_data_tdata[15:0],top_i/mult_gen_1_P[18:0]
53419,53419,0,1,8190,8190
53420,53420,0,1,6,-6
53421,53421,0,1,-8190,-8190
53422,53422,0,1,6,6
53423,53423,0,1,8190,8190
53424,53424,0,1,6,6
53425,53425,0,1,-8190,-8190
53426,53426,0,1,-6,6
53427,53427,0,1,8190,8190
53428,53428,0,1,-6,6
53429,53429,0,1,-8190,-8190
53430,53430,0,1,-6,-6
53431,53431,0,1,8190,8190
53432,53432,0,1,-6,-6
53433,53433,0,1,-8190,-8190
53434,53434,0,1,6,-6
53435,53435,0,1,8190,8190
53436,53436,0,1,6,-6
53437,53437,0,1,-8190,-8190
53438,53438,0,1,-6,6
53439,53439,0,1,8190,8190
53440,53440,0,1,-6,6
53441,53441,0,1,-8190,-8190
53442,53442,0,1,-6,-6
53443,53443,0,1,8190,8190
53444,53444,0,1,-6,-6
53445,53445,0,1,-8190,-8190
53446,53446,0,1,-6,-6
53447,53447,0,1,8190,8190
53448,53448,0,1,-6,-6
53449,53449,0,1,-8190,-8190
53450,53450,0,1,-6,-6
53451,53451,0,1,8190,8190
53452,53452,0,1,-6,-6
53453,53453,0,1,-8190,-8190
53454,53454,0,1,6,-6
53455,53455,0,1,8190,8190
53456,53456,0,1,6,-6
53457,53457,0,1,-8190,-8190
53458,53458,0,1,-6,6
53459,53459,0,1,8190,8190
53460,53460,0,1,6,6
53461,53461,0,1,-8190,-8190
53462,53462,0,1,6,-6
53463,53463,0,1,8190,8190
53464,53464,0,1,6,6
53465,53465,0,1,-8190,-8190
53466,53466,0,1,-6,6
53467,53467,0,1,8190,8190
53468,53468,0,1,6,6
53469,53469,0,1,-8190,-8190
53470,53470,0,1,-6,-6
53471,53471,0,1,8190,8190
53472,53472,0,1,6,6
53473,53473,0,1,-8190,-8190
53474,53474,0,1,-6,-6
53475,53475,0,1,8190,8190
53476,53476,0,1,6,6
53477,53477,0,1,-8190,-8190
53478,53478,0,1,-6,-6
53479,53479,0,1,8190,8190
53480,53480,0,1,6,6
53481,53481,0,1,-8190,-8190
53482,53482,0,1,-6,-6
53483,53483,0,1,8190,8190
53484,53484,0,1,6,6
53485,53485,0,1,-8190,-8190
53486,53486,0,1,-6,-6
53487,53487,0,1,8190,8190
53488,53488,0,1,6,6
53489,53489,0,1,-8190,-8190
53490,53490,0,1,6,-6
53491,53491,0,1,8190,8190
53492,53492,0,1,6,6
53493,53493,0,1,-8190,-8190
53494,53494,0,1,-6,6
53495,53495,0,1,8190,8190
53496,53496,0,1,6,6
53497,53497,0,1,-8190,-8190
53498,53498,0,1,6,-6
53499,53499,0,1,8190,8190
53500,53500,0,1,6,6
53501,53501,0,1,-8190,-8190
53502,53502,0,1,-6,6
53503,53503,0,1,8190,8190
53504,53504,0,1,6,6
53505,53505,0,1,-8190,-8190
53506,53506,0,1,6,-6
53507,53507,0,1,8190,8190
53508,53508,0,1,6,6
53509,53509,0,1,-8190,-8190
53510,53510,0,1,-6,6
53511,53511,0,1,8190,8190
53512,53512,0,1,-6,6
53513,53513,0,1,-8190,-8190
53514,53514,0,1,6,-6
53515,53515,0,1,8190,8190
53516,53516,0,1,-6,-6
53517,53517,0,1,-8190,-8190
53518,53518,0,1,-6,6
53519,53519,0,1,8190,8190
53520,53520,0,1,-6,-6
53521,53521,0,1,-8190,-8190
53522,53522,0,1,6,-6
53523,53523,0,1,8190,8190
53524,53524,0,1,-6,-6
53525,53525,0,1,-8190,-8190
53526,53526,0,1,6,6
53527,53527,0,1,8190,8190
53528,53528,0,1,6,-6
53529,53529,0,1,-8190,-8190
53530,53530,0,1,6,6
53531,53531,0,1,8190,8190
53532,53532,0,1,6,6
53533,53533,0,1,-8190,-8190
53534,53534,0,1,-6,6
53535,53535,0,1,8190,8190
53536,53536,0,1,6,6
53537,53537,0,1,-8190,-8190
53538,53538,0,1,6,-6
53539,53539,0,1,8190,8190
53540,53540,0,1,6,6
53541,53541,0,1,-8190,-8190
53542,53542,0,1,-6,6
53543,53543,0,1,8190,8190
53544,53544,0,1,-6,6
53545,53545,0,1,-8190,-8190
53546,53546,0,1,6,-6
53547,53547,0,1,8190,8190
53548,53548,0,1,-6,-6
53549,53549,0,1,-8190,-8190
53550,53550,0,1,-6,6
53551,53551,0,1,8190,8190
53552,53552,0,1,-6,-6
53553,53553,0,1,-8190,-8190
53554,53554,0,1,6,-6
53555,53555,0,1,8190,8190
53556,53556,0,1,6,-6
53557,53557,0,1,-8190,-8190
53558,53558,0,1,6,6
53559,53559,0,1,8190,8190
53560,53560,0,1,-6,6
53561,53561,0,1,-8190,-8190
53562,53562,0,1,-6,6
53563,53563,0,1,8190,8190
53564,53564,0,1,6,-6
53565,53565,0,1,-8190,-8190
53566,53566,0,1,-6,-6
53567,53567,0,1,8190,8190
53568,53568,0,1,6,6
53569,53569,0,1,-8190,-8190
53570,53570,0,1,6,-6
53571,53571,0,1,8190,8190
53572,53572,0,1,-6,6
53573,53573,0,1,-8190,-8190
53574,53574,0,1,-6,6
53575,53575,0,1,8190,8190
53576,53576,0,1,6,-6
53577,53577,0,1,-8190,-8190
53578,53578,0,1,6,-6
53579,53579,0,1,8190,8190
53580,53580,0,1,-6,6
53581,53581,0,1,-8190,-8190
53582,53582,0,1,-6,6
53583,53583,0,1,8190,8190
53584,53584,0,1,6,-6
53585,53585,0,1,-8190,-8190
53586,53586,0,1,-6,-6
53587,53587,0,1,8190,8190
53588,53588,0,1,6,6
53589,53589,0,1,-8190,-8190
53590,53590,0,1,6,-6
53591,53591,0,1,8190,8190
53592,53592,0,1,-6,6
53593,53593,0,1,-8190,-8190
53594,53594,0,1,6,6
53595,53595,0,1,8190,8190
53596,53596,0,1,-6,-6
53597,53597,0,1,-8190,-8190
53598,53598,0,1,6,6
53599,53599,0,1,8190,8190
53600,53600,0,1,-6,-6
53601,53601,0,1,-8190,-8190
53602,53602,0,1,6,6
53603,53603,0,1,8190,8190
53604,53604,0,1,-6,-6
53605,53605,0,1,-8190,-8190
53606,53606,0,1,6,6
53607,53607,0,1,8190,8190
53608,53608,0,1,6,-6
53609,53609,0,1,-8190,-8190
53610,53610,0,1,6,6
53611,53611,0,1,8190,8190
53612,53612,0,1,6,6
53613,53613,0,1,-8190,-8190
53614,53614,0,1,6,6
53615,53615,0,1,8190,8190
53616,53616,0,1,6,6
53617,53617,0,1,-8190,-8190
53618,53618,0,1,6,6
53619,53619,0,1,8190,8190
53620,53620,0,1,-6,6
53621,53621,0,1,-8190,-8190
53622,53622,0,1,6,6
53623,53623,0,1,8190,8190
53624,53624,0,1,6,-6
53625,53625,0,1,-8190,-8190
53626,53626,0,1,-6,6
53627,53627,0,1,8190,8190
53628,53628,0,1,-6,6
53629,53629,0,1,-8190,-8190
53630,53630,0,1,6,-6
53631,53631,0,1,8190,8190
53632,53632,0,1,-6,-6
53633,53633,0,1,-8190,-8190
53634,53634,0,1,-6,6
53635,53635,0,1,8190,8190
53636,53636,0,1,6,-6
53637,53637,0,1,-8190,-8190
53638,53638,0,1,-6,-6
53639,53639,0,1,8190,8190
53640,53640,0,1,-6,6
53641,53641,0,1,-8190,-8190
53642,53642,0,1,-6,-6
53643,53643,0,1,8190,8190
53644,53644,0,1,-6,-6
53645,53645,0,1,-8190,-8190
53646,53646,0,1,6,-6
53647,53647,0,1,8190,8190
53648,53648,0,1,6,-6
53649,53649,0,1,-8190,-8190
53650,53650,0,1,-6,6
53651,53651,0,1,8190,8190
53652,53652,0,1,-6,6
53653,53653,0,1,-8190,-8190
53654,53654,0,1,6,-6
53655,53655,0,1,8190,8190
53656,53656,0,1,-6,-6
53657,53657,0,1,-8190,-8190
53658,53658,0,1,-6,6
53659,53659,0,1,8190,8190
53660,53660,0,1,-6,-6
53661,53661,0,1,-8190,-8190
53662,53662,0,1,-6,-6
53663,53663,0,1,8190,8190
53664,53664,0,1,-6,-6
53665,53665,0,1,-8190,-8190
53666,53666,0,1,6,-6
53667,53667,0,1,8190,8190
53668,53668,0,1,-6,-6
53669,53669,0,1,-8190,-8190
53670,53670,0,1,-6,6
53671,53671,0,1,8190,8190
53672,53672,0,1,6,-6
53673,53673,0,1,-8190,-8190
53674,53674,0,1,6,-6
53675,53675,0,1,8190,8190
53676,53676,0,1,-6,6
53677,53677,0,1,-8190,-8190
53678,53678,0,1,-6,6
53679,53679,0,1,8190,8190
53680,53680,0,1,-6,-6
53681,53681,0,1,-8190,-8190
53682,53682,0,1,-6,-6
53683,53683,0,1,8190,8190
53684,53684,0,1,-6,-6
53685,53685,0,1,-8190,-8190
53686,53686,0,1,-6,-6
53687,53687,0,1,8190,8190
53688,53688,0,1,6,-6
53689,53689,0,1,-8190,-8190
53690,53690,0,1,-6,-6
53691,53691,0,1,8190,8190
53692,53692,0,1,-6,6
53693,53693,0,1,-8190,-8190
53694,53694,0,1,6,-6
53695,53695,0,1,8190,8190
53696,53696,0,1,-6,-6
53697,53697,0,1,-8190,-8190
53698,53698,0,1,6,6
53699,53699,0,1,8190,8190
53700,53700,0,1,-6,-6
53701,53701,0,1,-8190,-8190
53702,53702,0,1,6,6
53703,53703,0,1,8190,8190
53704,53704,0,1,-6,-6
53705,53705,0,1,-8190,-8190
53706,53706,0,1,-6,6
53707,53707,0,1,8190,8190
53708,53708,0,1,-6,-6
53709,53709,0,1,-8190,-8190
53710,53710,0,1,6,-6
53711,53711,0,1,8190,8190
53712,53712,0,1,6,-6
53713,53713,0,1,-8190,-8190
53714,53714,0,1,-6,6
53715,53715,0,1,8190,8190
53716,53716,0,1,-6,6
53717,53717,0,1,-8190,-8190
53718,53718,0,1,6,-6
53719,53719,0,1,8190,8190
53720,53720,0,1,6,-6
53721,53721,0,1,-8190,-8190
53722,53722,0,1,-6,6
53723,53723,0,1,8190,8190
53724,53724,0,1,-6,6
53725,53725,0,1,-8190,-8190
53726,53726,0,1,6,-6
53727,53727,0,1,8190,8190
53728,53728,0,1,6,-6
53729,53729,0,1,-8190,-8190
53730,53730,0,1,6,6
53731,53731,0,1,8190,8190
53732,53732,0,1,-6,6
53733,53733,0,1,-8190,-8190
53734,53734,0,1,6,6
53735,53735,0,1,8190,8190
53736,53736,0,1,6,-6
53737,53737,0,1,-8190,-8190
53738,53738,0,1,-6,6
53739,53739,0,1,8190,8190
53740,53740,0,1,-6,6
53741,53741,0,1,-8190,-8190
53742,53742,0,1,-6,-6
53743,53743,0,1,8190,8190
53744,53744,0,1,6,-6
53745,53745,0,1,-8190,-8190
53746,53746,0,1,6,-6
53747,53747,0,1,8190,8190
53748,53748,0,1,6,6
53749,53749,0,1,-8190,-8190
53750,53750,0,1,-6,6
53751,53751,0,1,8190,8190
53752,53752,0,1,-6,6
53753,53753,0,1,-8190,-8190
53754,53754,0,1,-6,-6
53755,53755,0,1,8190,8190
53756,53756,0,1,-6,-6
53757,53757,0,1,-8190,-8190
53758,53758,0,1,6,-6
53759,53759,0,1,8190,8190
53760,53760,0,1,6,-6
53761,53761,0,1,-8190,-8190
53762,53762,0,1,6,6
53763,53763,0,1,8190,8190
53764,53764,0,1,6,6
53765,53765,0,1,-8190,-8190
53766,53766,0,1,-6,6
53767,53767,0,1,8190,8190
53768,53768,0,1,-6,6
53769,53769,0,1,-8190,-8190
53770,53770,0,1,6,-6
53771,53771,0,1,8190,8190
53772,53772,0,1,6,-6
53773,53773,0,1,-8190,-8190
53774,53774,0,1,-6,6
53775,53775,0,1,8190,8190
53776,53776,0,1,-6,6
53777,53777,0,1,-8190,-8190
53778,53778,0,1,6,-6
53779,53779,0,1,8190,8190
53780,53780,0,1,-6,-6
53781,53781,0,1,-8190,-8190
53782,53782,0,1,-6,6
53783,53783,0,1,8190,8190
53784,53784,0,1,-6,-6
53785,53785,0,1,-8190,-8190
53786,53786,0,1,6,-6
53787,53787,0,1,8190,8190
53788,53788,0,1,6,-6
53789,53789,0,1,-8190,-8190
53790,53790,0,1,6,6
53791,53791,0,1,8190,8190
53792,53792,0,1,-6,6
53793,53793,0,1,-8190,-8190
53794,53794,0,1,6,6
53795,53795,0,1,8190,8190
53796,53796,0,1,6,-6
53797,53797,0,1,-8190,-8190
53798,53798,0,1,-6,6
53799,53799,0,1,8190,8190
53800,53800,0,1,6,6
53801,53801,0,1,-8190,-8190
53802,53802,0,1,6,-6
53803,53803,0,1,8190,8190
53804,53804,0,1,6,6
53805,53805,0,1,-8190,-8190
53806,53806,0,1,-6,6
53807,53807,0,1,8190,8190
53808,53808,0,1,6,6
53809,53809,0,1,-8190,-8190
53810,53810,0,1,-6,-6
53811,53811,0,1,8190,8190
53812,53812,0,1,-6,6
53813,53813,0,1,-8190,-8190
53814,53814,0,1,-6,-6
53815,53815,0,1,8190,8190
53816,53816,0,1,-6,-6
53817,53817,0,1,-8190,-8190
53818,53818,0,1,-6,-6
53819,53819,0,1,8190,8190
53820,53820,0,1,6,-6
53821,53821,0,1,-8190,-8190
53822,53822,0,1,6,-6
53823,53823,0,1,8190,8190
53824,53824,0,1,-6,6
53825,53825,0,1,-8190,-8190
53826,53826,0,1,6,6
53827,53827,0,1,8190,8190
53828,53828,0,1,-6,-6
53829,53829,0,1,-8190,-8190
53830,53830,0,1,6,6
53831,53831,0,1,8190,8190
53832,53832,0,1,-6,-6
53833,53833,0,1,-8190,-8190
53834,53834,0,1,6,6
53835,53835,0,1,8190,8190
53836,53836,0,1,6,-6
53837,53837,0,1,-8190,-8190
53838,53838,0,1,-6,6
53839,53839,0,1,8190,8190
53840,53840,0,1,-6,6
53841,53841,0,1,-8190,-8190
53842,53842,0,1,-6,-6
53843,53843,0,1,8190,8190
53844,53844,0,1,6,-6
53845,53845,0,1,-8190,-8190
53846,53846,0,1,-6,-6
53847,53847,0,1,8190,8190
53848,53848,0,1,6,6
53849,53849,0,1,-8190,-8190
53850,53850,0,1,6,-6
53851,53851,0,1,8190,8190
53852,53852,0,1,-6,6
53853,53853,0,1,-8190,-8190
53854,53854,0,1,-6,6
53855,53855,0,1,8190,8190
53856,53856,0,1,-6,-6
53857,53857,0,1,-8190,-8190
53858,53858,0,1,-6,-6
53859,53859,0,1,8190,8190
53860,53860,0,1,6,-6
53861,53861,0,1,-8190,-8190
53862,53862,0,1,-6,-6
53863,53863,0,1,8190,8190
53864,53864,0,1,-6,6
53865,53865,0,1,-8190,-8190
53866,53866,0,1,6,-6
53867,53867,0,1,8190,8190
53868,53868,0,1,6,-6
53869,53869,0,1,-8190,-8190
53870,53870,0,1,6,6
53871,53871,0,1,8190,8190
53872,53872,0,1,6,6
53873,53873,0,1,-8190,-8190
53874,53874,0,1,6,6
53875,53875,0,1,8190,8190
53876,53876,0,1,6,6
53877,53877,0,1,-8190,-8190
53878,53878,0,1,-6,6
53879,53879,0,1,8190,8190
53880,53880,0,1,-6,6
53881,53881,0,1,-8190,-8190
53882,53882,0,1,-6,-6
53883,53883,0,1,8190,8190
53884,53884,0,1,6,-6
53885,53885,0,1,-8190,-8190
53886,53886,0,1,6,-6
53887,53887,0,1,8190,8190
53888,53888,0,1,6,6
53889,53889,0,1,-8190,-8190
53890,53890,0,1,-6,6
53891,53891,0,1,8190,8190
53892,53892,0,1,-6,6
53893,53893,0,1,-8190,-8190
53894,53894,0,1,-6,-6
53895,53895,0,1,8190,8190
53896,53896,0,1,-6,-6
53897,53897,0,1,-8190,-8190
53898,53898,0,1,-6,-6
53899,53899,0,1,8190,8190
53900,53900,0,1,6,-6
53901,53901,0,1,-8190,-8190
53902,53902,0,1,6,-6
53903,53903,0,1,8190,8190
53904,53904,0,1,6,6
53905,53905,0,1,-8190,-8190
53906,53906,0,1,-6,6
53907,53907,0,1,8190,8190
53908,53908,0,1,6,6
53909,53909,0,1,-8190,-8190
53910,53910,0,1,6,-6
53911,53911,0,1,8190,8190
53912,53912,0,1,6,6
53913,53913,0,1,-8190,-8190
53914,53914,0,1,6,6
53915,53915,0,1,8190,8190
53916,53916,0,1,-6,6
53917,53917,0,1,-8190,-8190
53918,53918,0,1,6,6
53919,53919,0,1,8190,8190
53920,53920,0,1,6,-6
53921,53921,0,1,-8190,-8190
53922,53922,0,1,-6,6
53923,53923,0,1,8190,8190
53924,53924,0,1,-6,6
53925,53925,0,1,-8190,-8190
53926,53926,0,1,6,-6
53927,53927,0,1,8190,8190
53928,53928,0,1,6,-6
53929,53929,0,1,-8190,-8190
53930,53930,0,1,6,6
53931,53931,0,1,8190,8190
53932,53932,0,1,-6,6
53933,53933,0,1,-8190,-8190
53934,53934,0,1,6,6
53935,53935,0,1,8190,8190
53936,53936,0,1,6,-6
53937,53937,0,1,-8190,-8190
53938,53938,0,1,-6,6
53939,53939,0,1,8190,8190
53940,53940,0,1,-6,6
53941,53941,0,1,-8190,-8190
53942,53942,0,1,-6,-6
53943,53943,0,1,8190,8190
53944,53944,0,1,-6,-6
53945,53945,0,1,-8190,-8190
53946,53946,0,1,6,-6
53947,53947,0,1,8190,8190
53948,53948,0,1,6,-6
53949,53949,0,1,-8190,-8190
53950,53950,0,1,6,6
53951,53951,0,1,8190,8190
53952,53952,0,1,-6,6
53953,53953,0,1,-8190,-8190
53954,53954,0,1,-6,6
53955,53955,0,1,8190,8190
53956,53956,0,1,-6,-6
53957,53957,0,1,-8190,-8190
53958,53958,0,1,6,-6
53959,53959,0,1,8190,8190
53960,53960,0,1,-6,-6
53961,53961,0,1,-8190,-8190
53962,53962,0,1,6,6
53963,53963,0,1,8190,8190
53964,53964,0,1,6,-6
53965,53965,0,1,-8190,-8190
53966,53966,0,1,-6,6
53967,53967,0,1,8190,8190
53968,53968,0,1,-6,6
53969,53969,0,1,-8190,-8190
53970,53970,0,1,-6,-6
53971,53971,0,1,8190,8190
53972,53972,0,1,-6,-6
53973,53973,0,1,-8190,-8190
53974,53974,0,1,-6,-6
53975,53975,0,1,8190,8190
53976,53976,0,1,-6,-6
53977,53977,0,1,-8190,-8190
53978,53978,0,1,6,-6
53979,53979,0,1,8190,8190
53980,53980,0,1,6,-6
53981,53981,0,1,-8190,-8190
53982,53982,0,1,6,6
53983,53983,0,1,8190,8190
53984,53984,0,1,-6,6
53985,53985,0,1,-8190,-8190
53986,53986,0,1,-6,6
53987,53987,0,1,8190,8190
53988,53988,0,1,-6,-6
53989,53989,0,1,-8190,-8190
53990,53990,0,1,6,-6
53991,53991,0,1,8190,8190
53992,53992,0,1,6,-6
53993,53993,0,1,-8190,-8190
53994,53994,0,1,-6,6
53995,53995,0,1,8190,8190
53996,53996,0,1,-6,6
53997,53997,0,1,-8190,-8190
53998,53998,0,1,-6,-6
53999,53999,0,1,8190,8190
54000,54000,0,1,6,-6
54001,54001,0,1,-8190,-8190
54002,54002,0,1,6,-6
54003,54003,0,1,8190,8190
54004,54004,0,1,6,6
54005,54005,0,1,-8190,-8190
54006,54006,0,1,-6,6
54007,54007,0,1,8190,8190
54008,54008,0,1,6,6
54009,54009,0,1,-8190,-8190
54010,54010,0,1,-6,-6
54011,54011,0,1,8190,8190
54012,54012,0,1,-6,6
54013,54013,0,1,-8190,-8190
54014,54014,0,1,-6,-6
54015,54015,0,1,8190,8190
54016,54016,0,1,-6,-6
54017,54017,0,1,-8190,-8190
54018,54018,0,1,6,-6
54019,54019,0,1,8190,8190
54020,54020,0,1,-6,-6
54021,54021,0,1,-8190,-8190
54022,54022,0,1,6,6
54023,54023,0,1,8190,8190
54024,54024,0,1,6,-6
54025,54025,0,1,-8190,-8190
54026,54026,0,1,6,6
54027,54027,0,1,8190,8190
54028,54028,0,1,6,6
54029,54029,0,1,-8190,-8190
54030,54030,0,1,-6,6
54031,54031,0,1,8190,8190
54032,54032,0,1,6,6
54033,54033,0,1,-8190,-8190
54034,54034,0,1,-6,-6
54035,54035,0,1,8190,8190
54036,54036,0,1,-6,6
54037,54037,0,1,-8190,-8190
54038,54038,0,1,-6,-6
54039,54039,0,1,8190,8190
54040,54040,0,1,-6,-6
54041,54041,0,1,-8190,-8190
54042,54042,0,1,6,-6
54043,54043,0,1,8190,8190
54044,54044,0,1,6,-6
54045,54045,0,1,-8190,-8190
54046,54046,0,1,6,6
54047,54047,0,1,8190,8190
54048,54048,0,1,-6,6
54049,54049,0,1,-8190,-8190
54050,54050,0,1,-6,6
54051,54051,0,1,8190,8190
54052,54052,0,1,-6,-6
54053,54053,0,1,-8190,-8190
54054,54054,0,1,6,-6
54055,54055,0,1,8190,8190
54056,54056,0,1,6,-6
54057,54057,0,1,-8190,-8190
54058,54058,0,1,6,6
54059,54059,0,1,8190,8190
54060,54060,0,1,6,6
54061,54061,0,1,-8190,-8190
54062,54062,0,1,-6,6
54063,54063,0,1,8190,8190
54064,54064,0,1,6,6
54065,54065,0,1,-8190,-8190
54066,54066,0,1,6,-6
54067,54067,0,1,8190,8190
54068,54068,0,1,-6,6
54069,54069,0,1,-8190,-8190
54070,54070,0,1,-6,6
54071,54071,0,1,8190,8190
54072,54072,0,1,6,-6
54073,54073,0,1,-8190,-8190
54074,54074,0,1,6,-6
54075,54075,0,1,8190,8190
54076,54076,0,1,6,6
54077,54077,0,1,-8190,-8190
54078,54078,0,1,-6,6
54079,54079,0,1,8190,8190
54080,54080,0,1,6,6
54081,54081,0,1,-8190,-8190
54082,54082,0,1,-6,-6
54083,54083,0,1,8190,8190
54084,54084,0,1,-6,6
54085,54085,0,1,-8190,-8190
54086,54086,0,1,-6,-6
54087,54087,0,1,8190,8190
54088,54088,0,1,6,-6
54089,54089,0,1,-8190,-8190
54090,54090,0,1,6,-6
54091,54091,0,1,8190,8190
54092,54092,0,1,-6,6
54093,54093,0,1,-8190,-8190
54094,54094,0,1,-6,6
54095,54095,0,1,8190,8190
54096,54096,0,1,-6,-6
54097,54097,0,1,-8190,-8190
54098,54098,0,1,-6,-6
54099,54099,0,1,8190,8190
54100,54100,0,1,6,-6
54101,54101,0,1,-8190,-8190
54102,54102,0,1,6,-6
54103,54103,0,1,8190,8190
54104,54104,0,1,-6,6
54105,54105,0,1,-8190,-8190
54106,54106,0,1,-6,6
54107,54107,0,1,8190,8190
54108,54108,0,1,-6,-6
54109,54109,0,1,-8190,-8190
54110,54110,0,1,-6,-6
54111,54111,0,1,8190,8190
54112,54112,0,1,6,-6
54113,54113,0,1,-8190,-8190
54114,54114,0,1,6,-6
54115,54115,0,1,8190,8190
54116,54116,0,1,-6,6
54117,54117,0,1,-8190,-8190
54118,54118,0,1,6,6
54119,54119,0,1,8190,8190
54120,54120,0,1,6,-6
54121,54121,0,1,-8190,-8190
54122,54122,0,1,6,6
54123,54123,0,1,8190,8190
54124,54124,0,1,6,6
54125,54125,0,1,-8190,-8190
54126,54126,0,1,-6,6
54127,54127,0,1,8190,8190
54128,54128,0,1,6,6
54129,54129,0,1,-8190,-8190
54130,54130,0,1,6,-6
54131,54131,0,1,8190,8190
54132,54132,0,1,6,6
54133,54133,0,1,-8190,-8190
54134,54134,0,1,-6,6
54135,54135,0,1,8190,8190
54136,54136,0,1,-6,6
54137,54137,0,1,-8190,-8190
54138,54138,0,1,6,-6
54139,54139,0,1,8190,8190
54140,54140,0,1,-6,-6
54141,54141,0,1,-8190,-8190
54142,54142,0,1,6,6
54143,54143,0,1,8190,8190
54144,54144,0,1,-6,-6
54145,54145,0,1,-8190,-8190
54146,54146,0,1,6,6
54147,54147,0,1,8190,8190
54148,54148,0,1,-6,-6
54149,54149,0,1,-8190,-8190
54150,54150,0,1,6,6
54151,54151,0,1,8190,8190
54152,54152,0,1,-6,-6
54153,54153,0,1,-8190,-8190
54154,54154,0,1,-6,6
54155,54155,0,1,8190,8190
54156,54156,0,1,6,-6
54157,54157,0,1,-8190,-8190
54158,54158,0,1,6,-6
54159,54159,0,1,8190,8190
54160,54160,0,1,6,6
54161,54161,0,1,-8190,-8190
54162,54162,0,1,6,6
54163,54163,0,1,8190,8190
54164,54164,0,1,-6,6
54165,54165,0,1,-8190,-8190
54166,54166,0,1,-6,6
54167,54167,0,1,8190,8190
54168,54168,0,1,-6,-6
54169,54169,0,1,-8190,-8190
54170,54170,0,1,-6,-6
54171,54171,0,1,8190,8190
54172,54172,0,1,-6,-6
54173,54173,0,1,-8190,-8190
54174,54174,0,1,-6,-6
54175,54175,0,1,8190,8190
54176,54176,0,1,6,-6
54177,54177,0,1,-8190,-8190
54178,54178,0,1,6,-6
54179,54179,0,1,8190,8190
54180,54180,0,1,-6,6
54181,54181,0,1,-8190,-8190
54182,54182,0,1,6,6
54183,54183,0,1,8190,8190
54184,54184,0,1,6,-6
54185,54185,0,1,-8190,-8190
54186,54186,0,1,-6,6
54187,54187,0,1,8190,8190
54188,54188,0,1,-6,6
54189,54189,0,1,-8190,-8190
54190,54190,0,1,-6,-6
54191,54191,0,1,8190,8190
54192,54192,0,1,6,-6
54193,54193,0,1,-8190,-8190
54194,54194,0,1,-6,-6
54195,54195,0,1,8190,8190
54196,54196,0,1,-6,6
54197,54197,0,1,-8190,-8190
54198,54198,0,1,6,-6
54199,54199,0,1,8190,8190
54200,54200,0,1,6,-6
54201,54201,0,1,-8190,-8190
54202,54202,0,1,6,6
54203,54203,0,1,8190,8190
54204,54204,0,1,6,6
54205,54205,0,1,-8190,-8190
54206,54206,0,1,6,6
54207,54207,0,1,8190,8190
54208,54208,0,1,6,6
54209,54209,0,1,-8190,-8190
54210,54210,0,1,6,6
54211,54211,0,1,8190,8190
54212,54212,0,1,-6,6
54213,54213,0,1,-8190,-8190
54214,54214,0,1,6,6
54215,54215,0,1,8190,8190
54216,54216,0,1,-6,-6
54217,54217,0,1,-8190,-8190
54218,54218,0,1,6,6
54219,54219,0,1,8190,8190
54220,54220,0,1,-6,-6
54221,54221,0,1,-8190,-8190
54222,54222,0,1,-6,6
54223,54223,0,1,8190,8190
54224,54224,0,1,-6,-6
54225,54225,0,1,-8190,-8190
54226,54226,0,1,6,-6
54227,54227,0,1,8190,8190
54228,54228,0,1,-6,-6
54229,54229,0,1,-8190,-8190
54230,54230,0,1,6,6
54231,54231,0,1,8190,8190
54232,54232,0,1,6,-6
54233,54233,0,1,-8190,-8190
54234,54234,0,1,6,6
54235,54235,0,1,8190,8190
54236,54236,0,1,-6,6
54237,54237,0,1,-8190,-8190
54238,54238,0,1,6,6
54239,54239,0,1,8190,8190
54240,54240,0,1,-6,-6
54241,54241,0,1,-8190,-8190
54242,54242,0,1,-6,6
54243,54243,0,1,8190,8190
54244,54244,0,1,6,-6
54245,54245,0,1,-8190,-8190
54246,54246,0,1,-6,-6
54247,54247,0,1,8190,8190
54248,54248,0,1,6,6
54249,54249,0,1,-8190,-8190
54250,54250,0,1,-6,-6
54251,54251,0,1,8190,8190
54252,54252,0,1,6,6
54253,54253,0,1,-8190,-8190
54254,54254,0,1,6,-6
54255,54255,0,1,8190,8190
54256,54256,0,1,6,6
54257,54257,0,1,-8190,-8190
54258,54258,0,1,6,6
54259,54259,0,1,8190,8190
54260,54260,0,1,-6,6
54261,54261,0,1,-8190,-8190
54262,54262,0,1,6,6
54263,54263,0,1,8190,8190
54264,54264,0,1,6,-6
54265,54265,0,1,-8190,-8190
54266,54266,0,1,-6,6
54267,54267,0,1,8190,8190
54268,54268,0,1,6,6
54269,54269,0,1,-8190,-8190
54270,54270,0,1,-6,-6
54271,54271,0,1,8190,8190
54272,54272,0,1,-6,6
54273,54273,0,1,-8190,-8190
54274,54274,0,1,-6,-6
54275,54275,0,1,8190,8190
54276,54276,0,1,-6,-6
54277,54277,0,1,-8190,-8190
54278,54278,0,1,6,-6
54279,54279,0,1,8190,8190
54280,54280,0,1,6,-6
54281,54281,0,1,-8190,-8190
54282,54282,0,1,6,6
54283,54283,0,1,8190,8190
54284,54284,0,1,6,6
54285,54285,0,1,-8190,-8190
54286,54286,0,1,6,6
54287,54287,0,1,8190,8190
